Route_Number,Reason,Boro,Boro Code,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,15,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,11,Running Late
X143,Weather Conditions,Brooklyn,BR,VAN TRANS LLC (B2192),25.00,12,Running Late
K033,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,31.00,12,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
R541,Heavy Traffic,Staten Island,STI,"RELIANT TRANS, INC. (B232",15.00,11,Running Late
K1428,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,45.00,20,Running Late
K082,Flat Tire,Brooklyn,BR,ALLIED TRANSIT CORP.,15.00,15,Running Late
X082,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,10.00,11,Running Late
VN2,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,14,Running Late
K062,Other,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,15.00,13,Running Late
K288,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,15.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,14,Running Late
HK-1,Heavy Traffic,Brooklyn,BR,ANOTHER RIDE INC.,10.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,17,Running Late
Q072,Heavy Traffic,Manhattan,MA,"RELIANT TRANS, INC. (B232",25.00,24,Running Late
B1108A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,30.00,16,Running Late
X165,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CO,30.00,13,Running Late
MN4,Other,Brooklyn,BR,"DON THOMAS BUSES, INC.",15.00,20,Running Late
Q006,Late return from Field Trip,Queens,QS,PRIDE TRANSPORTATION (SCH,20.00,15,Running Late
Q212,Late return from Field Trip,Queens,QS,PRIDE TRANSPORTATION (SCH,20.00,20,Running Late
K301,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,15.00,14,Running Late
K1406,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,12,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
VN2,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,11,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
K082,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,45.00,17,Running Late
K082,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,16,Running Late
X2031,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,25.00,25,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
Q2627,Other,Queens,QS,QUALITY TRANSPORTATION CO,15.00,12,Running Late
M1106,Other,Manhattan,MA,SNT BUS INC,10.00,20,Running Late
MN-3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,11,Running Late
K301,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
K150,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
HK-1,Heavy Traffic,Brooklyn,BR,ANOTHER RIDE INC.,10.00,11,Running Late
K083,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
MN1,Mechanical Problem,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,16,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,11,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,19,Running Late
Q9953,Mechanical Problem,Queens,QS,EMPIRE STATE BUS CORP.,15.00,22,Running Late
JB03,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,35.00,22,Running Late
M581,Heavy Traffic,Manhattan,MA,LEESEL TRANSP CORP (B2192,20.00,15,Running Late
X2046,Heavy Traffic,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",20.00,27,Running Late
B0506A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,14,Running Late
K258,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",25.00,14,Running Late
X2316,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,45.00,21,Running Late
X2317,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,10.00,21,Running Late
X149,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),20.00,12,Running Late
X2216,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,21,Running Late
X2279,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,26,Running Late
VN-1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",20.00,11,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
X219,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,16,Running Late
Q073,Heavy Traffic,Queens,QS,"RELIANT TRANS, INC. (B232",30.00,11,Running Late
K083,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,15.00,14,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",16.00,11,Running Late
Q072,Heavy Traffic,Queens,QS,"RELIANT TRANS, INC. (B232",25.00,21,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,13,Running Late
K014,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,18,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,15,Running Late
X2123,Other,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",20.00,30,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
MBX2,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,35.00,16,Running Late
K222,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",35.00,11,Running Late
X2269,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,25.00,13,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,15,Running Late
B0444A,Other,Queens,QS,I & Y TRANSIT CORP,25.00,18,Running Late
X297,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CO,30.00,12,Running Late
4,Mechanical Problem,Brooklyn,BR,"G.V.C., LTD.",60.00,17,Running Late
K300,Other,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,11,Running Late
K082,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,11,Running Late
X9251,Delayed by School,Brooklyn,BR,PIONEER TRANSPORTATION CO,20.00,21,Running Late
MN-1,Weather Conditions,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,13,Running Late
Q184,Other,Queens,QS,ALLIED TRANSIT CORP.,20.00,11,Running Late
K301,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,13,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
K1409,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,22,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",5.00,16,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
B0444A,Heavy Traffic,Queens,QS,I & Y TRANSIT CORP,20.00,17,Running Late
3307A,Mechanical Problem,Brooklyn,BR,L & M BUS CORP.,30.00,12,Running Late
K089,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,12,Running Late
1201A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,16,Running Late
K301,Other,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,12,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
VN1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,11,Running Late
5,Other,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
K1408,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,45.00,19,Running Late
X418,Heavy Traffic,Brooklyn,BR,PRIDE TRANSPORTATION (SCH,20.00,13,Running Late
X192,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CO,25.00,30,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,12,Running Late
K082,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,14,Running Late
6,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,11,Running Late
M31,Heavy Traffic,Brooklyn,BR,PHILLIPS BUS SERVICE,25.00,12,Running Late
K301,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,14,Running Late
K106,Weather Conditions,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",40.00,23,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,11,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,16,Running Late
X2396,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,31,Running Late
Q419,Heavy Traffic,Queens,QS,SAFE COACH INC. (B2321),25.00,11,Running Late
NT-02,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,31.00,20,Running Late
X2046,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,10.00,30,Running Late
K669,Problem Run,Brooklyn,BR,SAFE COACH INC.,15.00,15,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
X215,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,20.00,11,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
X344,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,20.00,19,Running Late
X2046,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,10.00,30,Running Late
K012,Problem Run,Brooklyn,BR,EMPIRE STATE BUS CORP.,30.00,11,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
GRA-1,Other,Queens,QS,ALINA SERVICES CORP.,20.00,13,Running Late
X2163,Other,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",20.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,13,Running Late
3,Other,Brooklyn,BR,"G.V.C., LTD.",25.00,13,Running Late
BX03,Other,Brooklyn,BR,PHILLIPS BUS SERVICE,15.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,13,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
B1101A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,20.00,14,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,15,Running Late
BX-01,Heavy Traffic,Brooklyn,BR,PHILLIPS BUS SERVICE,30.00,13,Running Late
L981,Heavy Traffic,Brooklyn,BR,"RELIANT TRANS, INC.",25.00,20,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
K011,Problem Run,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2321)",30.00,14,Running Late
8,Other,Brooklyn,BR,"G.V.C., LTD.",45.00,12,Running Late
MN-4,Weather Conditions,Brooklyn,BR,"DON THOMAS BUSES, INC.",15.00,21,Running Late
X335,Other,Brooklyn,BR,VAN TRANS LLC,30.00,16,Running Late
Q3083,Weather Conditions,Queens,QS,PIONEER TRANSPORTATION CO,15.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,15,Running Late
X394,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),46.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
M-34,Delayed by School,Brooklyn,BR,PHILLIPS BUS SERVICE,35.00,19,Running Late
X2276,Delayed by School,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,28,Running Late
X076,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,30.00,14,Running Late
X103,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,15.00,18,Running Late
K168,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,45.00,12,Running Late
X335,Other,Brooklyn,BR,VAN TRANS LLC,15.00,19,Running Late
X344,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,15.00,20,Running Late
X326,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,20.00,17,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,13,Running Late
X215,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,15.00,12,Running Late
K186,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,12,Running Late
K200,Heavy Traffic,Brooklyn,BR,EMPIRE CHARTER SERVICE INC,46.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,15,Running Late
M-36,Other,Brooklyn,BR,PHILLIPS BUS SERVICE,20.00,19,Running Late
UCP-7,Other,Brooklyn,BR,PHILLIPS BUS SERVICE,20.00,19,Running Late
VN1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,11,Running Late
X215,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,15.00,17,Running Late
NY-1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
NYM3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,14,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,18,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,18,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
BX03,Other,Brooklyn,BR,PHILLIPS BUS SERVICE,15.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,16,Running Late
ER # 7,Heavy Traffic,Brooklyn,BR,SELBY TRANSPORTATION,0.00,13,Running Late
3,Weather Conditions,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",5.00,11,Running Late
1,Weather Conditions,Brooklyn,BR,"G.V.C., LTD.",20.00,15,Running Late
NM1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",0.00,13,Running Late
BX04,Heavy Traffic,Brooklyn,BR,PHILLIPS BUS SERVICE,45.00,12,Running Late
MN-3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,15,Running Late
NYM3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",20.00,13,Running Late
HK-1,Heavy Traffic,Brooklyn,BR,ANOTHER RIDE INC.,20.00,13,Running Late
3,Other,Brooklyn,BR,"G.V.C., LTD.",25.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
X126,Problem Run,Brooklyn,BR,VAN TRANS LLC,20.00,12,Running Late
3303A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,10.00,13,Running Late
M1124,Heavy Traffic,Manhattan,MA,SNT BUS INC,30.00,30,Running Late
K012,Problem Run,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,11,Running Late
DBA1,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,11.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
K184,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,13,Running Late
3,Mechanical Problem,Brooklyn,BR,"G.V.C., LTD.",35.00,14,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,18,Running Late
3305A,Other,Brooklyn,BR,L & M BUS CORP.,15.00,11,Running Late
K094,Late return from Field Trip,Brooklyn,BR,EMPIRE STATE BUS CORP.,30.00,20,Running Late
K048,Late return from Field Trip,Brooklyn,BR,EMPIRE STATE BUS CORP.,30.00,25,Running Late
H1,Heavy Traffic,Brooklyn,BR,ANOTHER RIDE INC.,15.00,11,Running Late
Q9991,Other,Queens,QS,ALLIED TRANSIT CORP.,31.00,20,Running Late
Q9906,Late return from Field Trip,Queens,QS,ALLIED TRANSIT CORP.,31.00,25,Running Late
X9039,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CORP,16.00,26,Running Late
Q3046,Heavy Traffic,Queens,QS,PIONEER TRANSPORTATION CO,20.00,12,Running Late
X215,Other,Brooklyn,BR,VAN TRANS LLC,15.00,16,Running Late
MN-3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,16,Running Late
M863,Heavy Traffic,Manhattan,MA,PRIDE TRANSPORTATION (SCH,30.00,12,Running Late
3304A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,10.00,11,Running Late
3305A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,10.00,11,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,15,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
K063,Late return from Field Trip,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,25,Running Late
K020,Late return from Field Trip,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,30,Running Late
1,Other,Brooklyn,BR,"G.V.C., LTD.",30.00,15,Running Late
K041,Late return from Field Trip,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,25,Running Late
X2187,Heavy Traffic,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",30.00,30,Running Late
X335,Weather Conditions,Brooklyn,BR,VAN TRANS LLC,30.00,18,Running Late
BX03,Heavy Traffic,Brooklyn,BR,PHILLIPS BUS SERVICE,15.00,12,Running Late
K110,Problem Run,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",25.00,12,Running Late
MN3,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",10.00,15,Running Late
9318,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,13,Running Late
R578,Heavy Traffic,Staten Island,STI,PRIDE TRANSPORTATION (SCH,30.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,13,Running Late
3305A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,10.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,18,Running Late
X9268,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,29,Running Late
Q2710,Late return from Field Trip,Queens,QS,"GRANDPA`S BUS CO., INC.",1.00,40,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
X081,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,12,Running Late
X342,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC,15.00,14,Running Late
R578,Heavy Traffic,Staten Island,STI,PRIDE TRANSPORTATION (SCH,15.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
3,Other,Brooklyn,BR,"G.V.C., LTD.",25.00,13,Running Late
2,Other,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,17,Running Late
X034,Delayed by School,Brooklyn,BR,"BORO TRANSIT, INC.",45.00,25,Running Late
K012,Problem Run,Brooklyn,BR,EMPIRE STATE BUS CORP.,45.00,12,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",12.00,12,Running Late
M258,Heavy Traffic,Manhattan,MA,"RELIANT TRANS, INC.",25.00,25,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,15,Running Late
K229,Weather Conditions,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",15.00,11,Running Late
K204,Weather Conditions,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,20,Running Late
K022,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,11,Running Late
K026,Weather Conditions,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
22,Flat Tire,Brooklyn,BR,"G.V.C., LTD.",31.00,22,Running Late
Q690,Heavy Traffic,Queens,QS,LITTLE RICHIE BUS SERVICE,16.00,12,Running Late
M708,Heavy Traffic,Manhattan,MA,HOYT TRANSPORTATION CORP.,15.00,11,Running Late
K080,Accident,Brooklyn,BR,EMPIRE STATE BUS CORP.,60.00,13,Running Late
X151,Late return from Field Trip,Brooklyn,BR,"BORO TRANSIT, INC.",30.00,15,Running Late
X2006,Late return from Field Trip,Brooklyn,BR,PIONEER TRANSPORTATION CO,65.00,45,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
P226,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,25.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
B0964A,Other,Brooklyn,BR,L & M BUS CORP.,45.00,13,Running Late
8,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",31.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",16.00,13,Running Late
X157,Other,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
X051,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,13,Running Late
1,Delayed by School,Brooklyn,BR,"G.V.C., LTD.",20.00,20,Running Late
K1412,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,0.00,12,Running Late
X312,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,11,Running Late
X306,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),31.00,15,Running Late
X273,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,18,Running Late
X666,Other,Brooklyn,BR,LITTLE RICHIE BUS SERVICE,16.00,11,Running Late
7,Delayed by School,Brooklyn,BR,"G.V.C., LTD.",20.00,20,Running Late
X226,Other,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
X059,Heavy Traffic,Brooklyn,BR,"RELIANT TRANS, INC. (B2321)",46.00,12,Running Late
2,Delayed by School,Brooklyn,BR,"G.V.C., LTD.",20.00,20,Running Late
X092,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,18,Running Late
X224,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),16.00,15,Running Late
HK2,Heavy Traffic,Brooklyn,BR,ANOTHER RIDE INC.,0.00,13,Running Late
4201A,Other,Brooklyn,BR,L & M BUS CORP.,31.00,11,Running Late
K408,Heavy Traffic,Brooklyn,BR,CAREFUL BUS SERVICE INC (B2192),16.00,17,Running Late
X300,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),0.00,15,Running Late
X394,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),46.00,12,Running Late
3,Delayed by School,Brooklyn,BR,"G.V.C., LTD.",20.00,25,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,12,Running Late
1204A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,45.00,15,Running Late
X236,Heavy Traffic,Brooklyn,BR,"RELIANT TRANS, INC. (B2321)",46.00,11,Running Late
8,Other,Brooklyn,BR,"G.V.C., LTD.",16.00,16,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,12,Running Late
2,Other,Brooklyn,BR,"G.V.C., LTD.",16.00,18,Running Late
5,Other,Brooklyn,BR,"G.V.C., LTD.",16.00,18,Running Late
NM1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",0.00,14,Running Late
K2257,Heavy Traffic,Brooklyn,BR,"BORO TRANSIT, INC.",16.00,26,Running Late
X252,Other,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
K9430,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,31.00,30,Running Late
K9429,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,31.00,30,Running Late
Q3035,Heavy Traffic,Queens,QS,PIONEER TRANSPORTATION CORP,16.00,32,Running Late
VH1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",0.00,11,Running Late
